Player,Team,Team within selected timeframe,Position,Age,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Height,Weight,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",country_league
C. Burkenroad,Monterrey,Monterrey,"CF, AMF, RW",28,33,1812,10,6.35,2,1.62,23.01,38.33,United States,United States,178,0,3.84,3.22,45.61,5.03,51.69,0.34,0.57,0,2.04,3.44,1.02,2,0.1,0,0,3.96,0.5,8,0.45,0.36,2,0.11,51,2.88,37.25,15.686,0.11,2.66,36.17,3.22,54.39,11.65,34.95,4.18,1.3,0.28,1.02,27.93,75.51,5.82,66.02,7.35,90,8.14,73.61,0.96,58.82,16.28,10.58,0.09,0.9,0.06,0,0.62,27.27,0.34,2.71,70.83,2.71,52.08,0.62,36.36,0.79,1.02,3.45,77.05,Mexico 202122
J. Gutiérrez,Tigres UANL,Tigres UANL,"RB, LB",18,26,1798,2,0.75,1,3,21.52,57.44,Mexico,Mexico,0,0,10.41,7.06,68.09,2.3,63.04,0.4,0.83,0.1,5.21,10.83,1.3,1,0.05,0,0,5.76,0.1,2,0.1,0.04,0,0,11,0.55,36.36,18.182,0.05,4.2,36.9,5.56,69.37,9.41,54.26,1.35,2.75,1.55,0.45,39.34,75.19,16.37,70.64,4.3,91.86,11.91,79.83,3.3,46.97,18.49,29.25,0.15,1.2,0.05,0.05,0.35,42.86,0.7,6.71,70.9,3.25,47.69,0.8,18.75,0.75,1.25,8.76,78.86,Mexico 202122
A. González,Atlas,Atlas,"CF, RWF",19,20,1788,16,11.16,4,2.11,25.07,42.57,Mexico,Mexico,169,50,4.53,3.88,58.44,3.78,36,0.1,0.18,0.2,2.16,3.96,1.31,1,0.05,0,0,5.94,0.81,13,0.65,0.56,0,0,75,3.78,52,21.333,0.2,1.36,37.04,6.34,47.62,13.69,39.71,4.23,2.21,1.26,2.01,18.93,70.48,5.03,53,4.38,83.91,5.13,71.57,1.21,37.5,15.95,19.25,0.11,0.81,0.05,0,0.91,50,0.35,2.82,57.14,1.31,53.85,1.16,43.48,0.81,0.5,2.52,74,Mexico 202122
Yamanic Martínez,Toluca,Toluca,"LCB, CB",30,19,1771,1,1.09,0,0.43,12.9,62.24,Mexico,Mexico,165,60,11.08,6.64,71.77,3.16,50.85,0.91,1.43,0.54,5.41,8.49,1.18,5,0.25,1,0.05,0.48,0.05,0,0,0.06,0,0,9,0.48,22.22,11.111,0,0.21,75,0.37,57.14,1.18,45.45,0.59,0.48,0.05,0.11,27.36,70.65,15.1,61.35,1.34,84,8.89,84.34,6.64,45.97,23.51,37.88,0.02,0.11,0.05,0.05,0.05,0,0.05,3.85,50,0.37,28.57,0.27,40,0.05,0.05,8.25,58.44,Mexico 202122
I. Cruz,Cruz Azul,Cruz Azul,"RCMF, LCMF, RDMF",23,24,1758,0,0.49,1,0.95,14.74,48.61,Mexico,Mexico,163,56,7.58,5.84,64.91,2.05,45,0.36,0.55,0.2,3.43,5.26,0.92,2,0.1,0,0,0.87,0,0,0,0.02,0,0,14,0.72,21.43,0,0.05,0.2,100,1.08,42.86,4.45,33.33,0.51,0.1,0.1,0.72,25.19,80.49,6.25,67.21,4.91,91.67,9.52,86.02,2.76,50,16.99,29.57,0.05,0.51,0.05,0,0.2,25,0.15,2.97,65.52,0.67,46.15,0.31,16.67,0.26,0.1,3.58,50,Mexico 202122
M. Campa,Pumas UNAM,Pumas UNAM,"CF, RW, LW",28,25,1755,3,1.56,0,0.23,26.27,36.21,Mexico,Mexico,0,0,5.08,4.92,62.64,2.16,20,0.05,0.09,0,1.95,3.23,1.19,2,0.1,0,0,3.46,0.15,1,0.05,0.08,0,0,30,1.62,30,3.333,0,2.54,23.4,5.19,44.79,15.68,30,2.49,1.51,1.03,0.81,24.65,71.05,6.16,60.53,5.03,89.25,6.43,64.71,1.08,40,14.57,17.45,0.01,0.43,0.05,0,0.38,14.29,0,2.59,54.17,2.27,28.57,0.54,10,0.32,0.59,3.3,70.49,Mexico 202122
N. Quiñones,Santos Laguna,Santos Laguna,"LB, LW",26,26,1744,2,1.07,3,1.73,13.48,53.1,Mexico,Mexico,157,48,8.31,7,64.93,1.72,33.33,0.1,0.16,0.26,3.66,5.63,0.52,1,0.05,0,0,2.04,0.1,2,0.1,0.06,0,0,16,0.84,37.5,12.5,0.16,1.57,50,1.36,57.69,2.93,51.79,0.42,0.78,0.42,0.73,24.25,63.36,14.9,61.75,1.67,81.25,5.12,68.37,5.44,42.31,20.31,29.65,0.09,1.2,0,0,0.26,60,0.31,5.85,54.46,1.62,38.71,0.68,23.08,0.26,0.68,8.94,69.59,Mexico 202122
V. Swift,León,León,RCB,27,20,1737,0,0.07,0,0.07,13.79,56.87,Trinidad and Tobago,Trinidad and Tobago,167,0,9.22,6.08,73.12,2.75,47.62,0.52,0.68,0.65,4.25,5.56,0.78,5,0.26,0,0,0.52,0,0,0,0,0,0,3,0.2,0,0,0,0.13,50,0.98,46.67,3.07,42.55,0.13,0.07,0,0.52,20,58.82,13.53,50.72,1.31,85,3.73,71.93,8.76,43.28,27.69,39.98,0,0.07,0.07,0,0,0,0.07,3.73,36.84,0.26,50,0.33,20,0.13,0.07,7.97,50.82,Mexico 202122
M. Enciso,Cruz Azul,Cruz Azul,"AMF, RCMF",19,33,1734,1,1.79,0,0.59,20.14,42.01,Mexico,Mexico,159,62,7.99,5.81,56.25,2.85,54.55,1.04,1.54,0.1,3.69,5.46,0.99,0,0,0,0,1.25,0.05,1,0.05,0.09,0,0,27,1.4,25.93,3.704,0,0.57,18.18,1.82,40,7.68,31.08,0.99,0.83,0.52,1.14,30.05,78.93,8.56,65.45,6.59,96.06,9.13,81.25,2.49,50,17.6,25.73,0.03,0.73,0.05,0,0.52,10,0.21,4.57,62.5,1.35,26.92,0.73,14.29,0.42,0.16,4.46,67.44,Mexico 202122
L. De León,Santos Laguna,Santos Laguna,RCB,20,19,1733,0,0.07,1,0.49,15.16,60.62,Mexico,Mexico,0,0,11.06,9.35,72.22,2.49,43.75,0,0,0.52,4.31,6.48,1.04,1,0.05,1,0.05,0.26,0,0,0,0,0,0,2,0.1,50,0,0.05,0,0,0.31,66.67,0.88,41.18,0.21,0.36,0.26,0.21,22.54,67.05,12.72,55.92,1.45,89.29,6.96,82.84,6.7,50.39,21.51,32.17,0.03,0.05,0,0,0,0,0.05,2.7,50,0.31,16.67,0.26,40,0.1,0,7.17,48.55,Mexico 202122
B. León,Necaxa,Necaxa,"LW, AMF, LAMF",28,28,1717,3,2.24,0,0.73,26.22,44.87,Mexico,Mexico,157,55,8.6,7.67,60.31,3.1,30.19,0.59,0.79,0.06,3.39,4.59,1.81,6,0.31,0,0,3.86,0.16,3,0.18,0.13,1,0.06,26,1.52,38.46,11.538,0,1.87,21.88,5.03,54.65,11.47,39.8,1.35,0.47,0.59,1.23,26.68,66.23,8.08,59.42,4.97,89.41,7.26,60.48,2.57,45.45,16.14,28.18,0.04,0.59,0,0,0.47,25,0.23,3.39,62.07,1.23,33.33,0.41,42.86,0.18,0.41,4.8,45.12,Mexico 202122
Celeste Vidal,FC Juárez,FC Juárez,"CF, RW",22,23,1692,3,1.75,1,1.37,23.42,46.22,Mexico,Mexico,158,63,5.13,5.06,61.25,2.53,35,0.06,0.09,0,1.96,2.67,1.33,1,0.05,1,0.05,4.11,0.16,3,0.19,0.11,0,0,22,1.39,36.36,13.636,0.06,1.9,26.67,4.68,62.16,12.22,45.08,1.96,1.65,0.63,2.22,19.18,63.37,5.95,51.06,3.04,79.17,5.7,71.11,1.14,33.33,17.45,17.09,0.09,0.76,0,0,0.38,50,0.38,2.72,60.47,1.71,40.74,0.44,28.57,0.13,0.57,3.29,71.15,Mexico 202122
M. Perarnau,Atlético de San Luis,Atlético de San Luis,"LB, RB",26,23,1669,0,0.26,1,0.53,17.33,51.19,Spain,"Spain, Azerbaijan",0,0,10.11,9.49,56.52,1.58,47.83,0,0,0.14,4.74,6.97,1.44,6,0.32,1,0.05,1.17,0,0,0,0.02,0,0,4,0.28,50,0,0.07,0.34,0,1.93,53.57,3.64,47.17,0.14,0.48,0.28,0.96,17.19,61.2,9.63,53.57,2.2,90.63,2.68,61.54,3.44,32,19.13,30.21,0.04,0.34,0,0.07,0.28,0,0.14,2.82,36.59,0.41,16.67,0.48,14.29,0.07,0,5.09,47.3,Mexico 202122
D. Carrandi,Atlético de San Luis,Atlético de San Luis,"CF, LW, LWF",22,25,1668,1,1.53,0,0.59,26.32,37.9,Mexico,Mexico,0,0,5.75,5.64,59,2.65,40.43,0.06,0.08,0.06,2.37,3.54,1.3,1,0.05,0,0,3.1,0.05,1,0.06,0.09,0,0,16,0.9,43.75,6.25,0,1.52,22.22,4.28,46.05,14.31,31.89,0.9,1.47,1.41,1.24,20.01,66.76,5.18,52.17,5.02,85.39,5.97,61.32,1.3,52.17,17.85,22.06,0.03,0.68,0.06,0,0.79,50,0.28,2.82,52,1.86,33.33,0.62,36.36,0.34,0.51,3.38,66.67,Mexico 202122
M. Maldonado,Querétaro,Querétaro,RW,19,25,1656,0,2.04,1,1.44,24.52,38.38,Mexico,Mexico,0,0,6.96,7.69,50,1.06,25,0.33,0.49,0.07,2.78,4.09,1.13,1,0.05,1,0.05,3.71,0,0,0,0.14,0,0,23,1.52,47.83,0,0.07,1.72,23.08,5.17,47.44,12.46,34.57,1.39,0.93,0.46,0.8,24.39,71.47,5.17,57.69,5.83,86.36,7.49,69.03,0.99,46.67,14.85,12.69,0.1,0.73,0,0.07,0.33,40,0.2,3.11,63.83,2.19,30.3,0.4,0,0.33,0.53,3.25,63.27,Mexico 202122
P. Navarrete,FC Juárez,FC Juárez,"RW, LW",28,30,1647,4,1.84,0,1.28,29.73,44.89,Mexico,Mexico,167,56,7.84,7.4,58.12,1.77,28.57,0.32,0.47,0,3.23,4.77,1.71,5,0.27,0,0,5.95,0.22,3,0.19,0.12,0,0,19,1.2,57.89,15.789,0,3.29,25,8.22,53.08,17.01,39.78,1.77,2.21,0.57,2.28,19.61,60.97,6.7,59.43,2.91,82.61,6.7,58.49,2.53,52.5,20.54,24.45,0.08,0.57,0.06,0,0.32,20,0.19,3.35,60.38,2.34,32.43,0.51,12.5,0.32,0.89,4.87,63.64,Mexico 202122
Christina Holguin,FC Juárez,FC Juárez,GK,25,17,1640,0,0,0,0,1.16,75,Mexico,Mexico,177,70,2.73,0.17,33.33,0.81,85.71,0,0,0,2.67,3.48,0.06,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,100,0.17,66.67,0,0,0,0.23,12.08,63.94,9.23,61.01,0,0,2.61,73.33,8.3,55.24,37.07,42.11,0,0,0,0,0,0,0,0.46,37.5,0,0,0,0,0,0,6.97,60.83,Mexico 202122
M. Roman,Toluca,Toluca,"CF, AMF",19,26,1638,3,3.69,2,1.47,22.12,39.69,Mexico,Mexico,157,59,3.52,2.54,65.91,7.05,46.72,0,0,0.06,1.85,2.96,0.58,1,0.05,1,0.05,2.02,0.16,3,0.17,0.21,0,0,32,1.85,34.38,9.375,0.12,0.64,36.36,1.85,53.13,9.42,26.99,2.2,0.35,0.12,1.1,22.99,73.12,4.51,56.41,7.28,89.68,6.53,66.37,1.1,26.32,14.95,14.81,0.08,1.04,0.06,0.06,0.4,42.86,0.35,2.83,44.9,1.1,47.37,0.4,0,0.52,0.23,2.72,61.7,Mexico 202122
Y. López,Pachuca,Pachuca,RB,19,24,1631,0,0.15,1,0.42,15.6,52.7,Mexico,Mexico,163,59,8.08,5.97,61.18,2.81,57.5,0.14,0.23,0.21,4.29,7.09,0.91,2,0.11,0,0,1.62,0,0,0,0.01,0,0,6,0.42,50,0,0.07,1.05,40,1.19,58.82,3.72,45.28,0.42,1.05,0.07,0.77,35.83,78.63,15.88,68.58,3.72,96.23,11.52,86.59,3.72,45.28,18.23,24.94,0.03,0.42,0,0,0.49,57.14,0.21,4.71,56.72,1.55,45.45,0.98,21.43,0.21,0.35,8.15,75.86,Mexico 202122
J. Robles,Atlas,Atlas,"LCMF, RW, LW",27,27,1620,1,3.29,2,2,22.61,48.4,Mexico,Mexico,0,0,7.61,7.44,63.43,1.78,40.63,0,0,0.39,2.89,4.81,1.61,3,0.17,0,0,2.56,0.06,1,0.06,0.18,0,0,24,1.33,37.5,4.167,0.11,1.11,25,3.17,47.37,8.83,41.51,1.72,0.61,0.28,1.33,28.17,77.12,7.17,63.57,6.17,91.89,6.94,76,1.33,33.33,15.94,21.87,0.11,0.89,0.06,0,0.61,45.45,0.39,3.33,61.67,1.39,40,0.78,42.86,0.5,0.28,3.44,58.06,Mexico 202122
Paola Villamizar,Tijuana,Tijuana,"LW, LAMF, AMF",27,23,1620,6,2.22,9,3.28,23.84,44.84,Venezuela,Venezuela,0,0,6.38,5.82,59.62,2.13,36.84,0.22,0.31,0,2.69,3.74,1.06,2,0.11,0,0,4.48,0.33,6,0.34,0.12,0,0,38,2.13,34.21,15.789,0.5,2.46,29.55,4.93,52.27,12.48,41.26,2.24,2.18,1.4,0.95,25.75,63.26,7.11,50.39,4.03,81.94,8.96,62.5,3.41,37.7,18.41,31.15,0.18,1.34,0.06,0,0.95,47.06,0.9,3.86,50.72,3.02,44.44,1.74,45.16,1.12,0.84,5.09,70.33,Mexico 202122
S. Luebbert,América,América,"RAMF, CF, RW",24,21,1618,9,6.1,5,3.93,30.76,46.11,United States,United States,0,0,5.73,5.28,62.11,3.23,41.38,0.11,0.18,0.06,2.34,3.72,0.78,2,0.11,0,0,9.07,0.5,9,0.5,0.34,2,0.11,37,2.06,59.46,24.324,0.28,3,27.78,10.4,63.1,19.36,45.98,4.78,4.06,1.67,3,21.8,63.52,7.29,55.73,3.39,93.44,5.45,58.16,1.06,31.58,18.64,21.67,0.22,1.28,0.06,0,1,44.44,0.95,2.78,60,3.56,46.88,1.06,47.37,1.78,0.89,3.84,84.06,Mexico 202122
D. García,Pumas UNAM,Pumas UNAM,"RCMF, LDMF",29,23,1599,1,1.81,1,1.48,20.49,53.3,Mexico,Mexico,0,0,7.94,6.14,73.39,0.68,41.67,0,0,0,3.43,6.14,0.34,0,0,0,0,3.38,0.06,0,0,0.1,0,0,32,1.8,28.13,3.125,0.06,0.68,41.67,3.32,64.41,10.19,43.09,0.9,1.01,0.45,1.46,43.51,81.37,13,65.37,7.99,97.18,13.79,89.8,2.93,42.31,16.52,25.73,0.08,1.01,0.06,0,1.24,36.36,0.23,5.97,68.87,1.91,38.24,1.24,18.18,0.62,0.39,5.74,71.57,Mexico 202122
S. López,Mazatlán,Mazatlán,"RCB, CB",24,20,1597,0,0.03,1,0.43,18.75,60.19,Mexico,Mexico,164,57,14.09,8.36,69.29,3.11,59.62,1.25,1.55,0.78,7.05,8.72,0.84,2,0.11,0,0,0.84,0,0,0,0,0,0,1,0.06,0,0,0.06,0.06,100,1.19,65,3.46,39.66,0.12,0.3,0.36,0.84,21.02,66.19,11.71,55.61,2.39,92.5,4.96,80.72,5.43,40.66,21.13,37.16,0.03,0.24,0,0,0,0,0.12,2.57,37.21,0.6,10,0.9,40,0.12,0,5.26,31.82,Mexico 202122
Emily González,Atlético de San Luis,Atlético de San Luis,CF,17,26,1594,4,5.34,0,0.28,21.41,37.14,Mexico,Mexico,163,73,3.67,3.13,65.22,3.47,43.14,0,0,0.07,1.63,2.29,0.54,1,0.06,0,0,1.84,0.23,4,0.27,0.36,2,0.14,29,1.97,55.17,13.793,0,0.2,33.33,1.84,29.63,10.26,25.83,2.45,0.54,0.27,0.95,15.02,68.33,2.72,47.5,5.44,82.5,3.81,75,0.54,25,14.95,7.95,0.02,0.68,0.07,0,0.27,50,0.14,1.77,30.77,0.54,62.5,0.14,0,0.41,0.07,1.43,47.62,Mexico 202122
S. Cortés,Pachuca,Pachuca,"RB, LB",23,20,1592,1,0.11,0,0.05,17.31,50.87,Mexico,Mexico,157,57,7.36,6.51,56.48,2.77,45.65,0.12,0.2,0.06,3.56,5.86,1.63,3,0.17,1,0.06,2.59,0.06,1,0.06,0.01,0,0,4,0.24,50,25,0,1.39,26.09,3.62,56.67,5.73,44.21,0.06,0.66,0.18,0.72,28.41,76.22,11.94,68.18,5.19,94.19,7.96,74.24,3.38,30.36,19.41,34.35,0,0.18,0,0,0.18,33.33,0.06,4.4,53.42,1.81,33.33,0.6,30,0.18,0.54,6.82,61.06,Mexico 202122
B. Rangel,Puebla,Puebla,GK,31,17,1590,0,0,0,0,0.72,75,Mexico,Mexico,169,67,2.34,0.3,60,0.3,80,0.06,0.08,0,2.1,2.76,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,100,0,0,0,0.12,11.82,74.11,7.68,64.06,0,0,3.36,92.86,6.66,57.66,39.46,45.58,0,0,0,0,0,0,0,0.42,57.14,0,0,0,0,0,0,4.8,75,Mexico 202122
N. Gomez,Pachuca,Pachuca,"LCMF, AMF, RCMF",29,24,1568,6,2.66,1,1.32,17.28,46.51,Mexico,Mexico,160,0,6.09,4.96,62.16,1.47,18.18,0.13,0.21,0,2.88,4.61,1,0,0,0,0,3.15,0.34,4,0.27,0.18,1,0.07,35,2.34,51.43,11.429,0.07,0.8,25,2.68,52.5,6.5,44.33,0.94,0.54,0.13,1.34,24.24,68.78,9.51,57.75,2.81,83.33,8.84,73.48,4.69,40,19.21,27.99,0.09,1.07,0,0,0.6,55.56,0.33,5.02,65.33,1.27,26.32,1,33.33,0.33,0.2,4.75,73.24,Mexico 202122
E. Hernández,Puebla,Puebla,CF,23,23,1568,4,3.32,0,0.65,24.54,32.26,Mexico,Mexico,166,61,3.17,3.35,45.45,5.85,29.17,0.12,0.16,0.12,1.52,1.97,1.28,1,0.06,0,0,3.29,0.23,2,0.12,0.2,2,0.12,36,2.19,36.11,8.333,0,1.28,28.57,3.04,64,12,29.95,3.11,0.67,0.18,1.22,26.24,67.05,5.42,48.31,6.03,84.85,7.37,66.94,1.58,34.62,15.58,28.07,0.04,0.67,0.12,0,0.43,42.86,0.3,2.98,53.06,1.58,30.77,0.61,30,0.55,0.24,2.5,53.66,Mexico 202122
Laura Parra,Toluca,Toluca,"LB, LWB",21,20,1563,0,0.66,0,0.53,13.75,46.22,Mexico,Mexico,158,49,9.16,7.45,51.64,0.98,50,0.37,0.54,0.12,4.95,7.23,0.67,3,0.17,0,0,1.34,0,0,0,0.04,0,0,18,1.1,16.67,0,0,0.92,46.67,1.41,52.17,3.79,35.48,0.24,0.61,0.73,0.86,20.47,64.18,10.14,48.8,2.87,91.49,4.77,75.64,6.42,50.48,22.38,31.21,0.03,0.43,0,0,0,0,0.06,3.12,52.94,1.34,31.82,0.55,33.33,0.12,0.31,6.9,57.52,Mexico 202122
N. Gaitan,Mazatlán,Mazatlán,CF,28,24,1544,1,2.35,0,0.38,20.58,35.69,Mexico,Mexico,168,63,4.43,4.14,67.61,4.78,28.05,0.06,0.07,0.12,1.57,1.9,0.99,1,0.06,0,0,1.46,0.06,1,0.06,0.14,1,0.06,22,1.28,59.09,4.545,0,0.58,20,1.28,36.36,7.93,25.74,1.69,0.17,0.12,1.17,16.73,60.98,4.08,41.43,4.02,78.26,5.07,62.07,1.46,32,16.35,19.14,0.02,0.47,0,0,0.47,25,0,2.68,45.65,1.05,5.56,0.58,30,0.17,0.12,1.92,63.64,Mexico 202122
Paola González,FC Juárez,FC Juárez,LCB,27,19,1540,0,1.45,0,0,17.6,62.78,Mexico,Mexico,0,0,12.18,9,72.06,4.04,60.66,0.2,0.26,0.33,5.49,7.28,0.6,2,0.12,0,0,0.6,0,0,0,0.1,0,0,9,0.6,33.33,0,0,0,0,0.79,50,2.18,42.42,0.86,0.07,0,0.73,18.4,64.03,11.58,52,0.86,76.92,4.43,85.07,4.43,40.3,20.61,31.89,0,0.07,0,0,0,0,0,2.12,46.88,0.13,0,0.07,0,0.07,0,5.96,37.78,Mexico 202122
Destinney Duron,Toluca,Toluca,CF,26,25,1532,9,4.77,2,1.22,28.08,38.49,Mexico,Mexico,0,0,5.99,5.7,61.86,6.76,41.74,0.06,0.09,0.06,2.41,3.82,2.47,5,0.29,0,0,4.41,0.53,9,0.53,0.28,3,0.18,60,3.52,45,15,0.12,2.06,20,4.58,51.28,11.51,31.63,3.23,1.47,0.35,0.53,19.33,68.09,3.99,69.12,4.17,88.73,6.87,51.28,1.47,36,17.21,21.42,0.07,1.06,0,0,0.18,33.33,0.47,2.06,65.71,2.23,31.58,0.23,0,0.65,0.59,3.05,78.85,Mexico 202122
A. Saldivar Pavón,América,América,"LB, LWB",15,22,1529,1,0.49,2,1.4,23.14,50.81,Mexico,Mexico,0,0,10.76,10.26,62.8,1.94,45.16,0.06,0.1,0.06,4.25,6.5,0.88,1,0.06,0,0,3.5,0.06,1,0.06,0.03,0,0,10,0.63,20,10,0.13,3.38,25.93,4.63,54.05,8.13,43.08,0.81,3.31,2.25,0.44,22.02,54.83,8.38,50.75,3.25,88.46,6.75,50.93,3.31,22.64,22.33,36.1,0.09,0.88,0.06,0.06,0,0,0.31,3.56,36.84,3.06,30.61,0.44,14.29,0.38,0.75,5.82,60.22,Mexico 202122
D. Pérez,Monterrey,Monterrey,"AMF, CF",20,30,1516,5,3,3,3.29,22.03,39.41,Mexico,Mexico,0,0,6.74,5.83,58.89,4.6,42.25,0.26,0.43,0,3.05,5.07,1.94,1,0.06,0,0,1.88,0.3,2,0.13,0.19,0,0,28,1.81,32.14,7.143,0.19,1.43,50,1.3,30,6.74,27.88,2.14,0.45,0,0.52,35.51,76.28,10.04,61.29,8.49,88.55,11.21,79.77,2.72,64.29,16.17,18.77,0.21,1.62,0.13,0.06,0.65,30,0.52,5.64,67.82,2.2,52.94,0.91,21.43,0.65,0.58,4.99,75.32,Mexico 202122
D. Solís,Monterrey,Monterrey,"LW, LAMF, LWF",28,22,1516,7,5.04,6,2.9,20.08,46.48,Mexico,Mexico,169,69,6.79,5.87,66.27,2.26,75,0,0,0,2.9,5.1,1.27,1,0.06,0,0,5.23,0.42,5,0.35,0.36,2,0.14,39,2.76,30.77,12.821,0.42,5.23,41.89,3.46,46.94,8.98,32.28,3.89,1.41,0.64,0.42,27.5,67.87,6.65,56.38,6.79,93.75,9.97,60.99,1.77,40,17.87,23,0.2,1.34,0.07,0,1.13,50,1.2,3.32,51.06,5.09,45.83,1.56,36.36,0.78,2.19,6.22,82.95,Mexico 202122
María Sánchez,Toluca,Toluca,"RAMF, RWB, RW",18,27,1511,0,0.69,2,0.99,27.42,45.5,Mexico,Mexico,0,0,8.11,7.85,58.87,1.33,33.33,0.38,0.58,0.13,3.1,4.76,1.52,3,0.18,0,0,3.61,0,0,0,0.04,0,0,22,1.39,27.27,0,0.13,1.84,44.83,5.95,39.36,14.57,36.52,0.7,2.15,0.82,2.91,21.66,70.76,6.46,51.96,4.56,90.28,6.84,75.93,2.03,40.63,16.31,17.24,0.06,0.63,0.13,0.06,0.25,25,0.32,2.98,51.06,2.03,46.88,0.51,12.5,0.32,0.82,3.74,72.88,Mexico 202122
S. Elicerio,FC Juárez,FC Juárez,"RCMF, AMF, CF",20,20,1507,1,1.73,0,0.3,25.41,45.76,Mexico,Mexico,0,0,8.18,7.26,64.41,2.15,28.57,0.92,1.31,0.18,2.58,3.66,1.35,3,0.18,0,0,3.26,0.06,1,0.06,0.11,1,0.06,26,1.6,42.31,3.846,0,0.8,15.38,4.43,52.78,11.69,34.74,1.11,0.98,0.37,1.41,16.55,68.77,6.52,62.26,2.03,78.79,5.23,71.76,2.65,32.56,18.51,30.34,0.02,0.62,0,0,0.31,40,0.37,3.38,65.45,1.41,21.74,0.62,20,0.31,0.25,3.14,72.55,Mexico 202122
F. Bracamonte,León,León,CF,19,26,1499,2,1.33,0,0.06,17.76,34.58,Mexico,Mexico,171,0,4.59,3.85,65.38,4.29,22.41,0.52,0.67,0.07,1.55,2,0.81,1,0.06,0,0,0.89,0.12,1,0.07,0.1,0,0,12,0.89,25,8.333,0,0.59,12.5,1.63,36.36,5.33,22.22,1.33,0.37,0.07,0.74,16.95,73.36,2.81,63.16,5.4,80.82,4,70.37,0.59,50,14.81,11.48,0,0.37,0,0,0,0,0.07,1.41,63.16,0.44,16.67,0.07,100,0.3,0,1.85,60,Mexico 202122
Z. Hernández,Toluca,Toluca,"LCMF, DMF, RDMF",26,22,1490,0,0.11,0,0.09,17.94,50.9,Mexico,Mexico,0,0,9.51,8.42,65.65,3.09,35.42,0.06,0.1,0.13,3.92,6.31,1.41,3,0.18,0,0,0.58,0,0,0,0.01,0,0,6,0.39,33.33,0,0,0.06,100,0.64,30,3.15,24.49,0.19,0,0,0.26,23.46,80.82,7.07,60,3.41,94.34,9.06,90.07,1.48,47.83,15.92,12.55,0.01,0.13,0,0,0.26,75,0.06,2.7,54.76,0.13,50,0.19,66.67,0,0.06,2.89,51.11,Mexico 202122
Fatima Servin,Querétaro,Querétaro,"LCMF, RCMF",16,18,1484,2,0.91,0,2.09,16.36,48.88,Mexico,Mexico,166,56,9.39,5.65,59.74,2.57,60,1.03,1.43,0.15,4.99,6.96,1.1,3,0.18,0,0,1.69,0.12,2,0.15,0.07,0,0,38,2.79,13.16,5.263,0,1.17,31.25,1.69,43.48,4.47,34.43,0.95,0.22,0.07,0.44,34.25,64.88,14.89,49.26,4.47,91.8,9.76,76.69,5.79,43.04,19.86,32.68,0.15,1.25,0,0,0.81,27.27,0.29,7.33,45,2.05,39.29,1.61,27.27,0.81,0.29,6.97,62.11,Mexico 202122
S. Alvarez,Querétaro,Querétaro,LB,21,17,1480,1,0.49,0,0.77,14.71,46.34,Mexico,Mexico,0,0,10.91,7.03,58.16,0.79,54.55,0.29,0.38,0,6.53,8.69,0.22,1,0.06,0,0,2.22,0.06,1,0.07,0.04,0,0,12,0.86,33.33,8.333,0,0.57,50,3.23,44.44,5.38,34.67,0.65,1.87,1.44,0,24.9,68.3,11.27,56.05,2.8,92.31,7.61,74.53,3.3,36.96,18.33,31.83,0.06,0.57,0,0,0.5,42.86,0.07,3.8,49.06,0.86,41.67,0.57,25,0.36,0.22,6.24,50.57,Mexico 202122
